preco,area_m2,quartos,banheiros,vagas,distrito
790000,113,3,2,2,Água Rasa
430000,65,2,2,1,Aricanduva
470000,70,2,2,2,Aricanduva
199000,45,2,2,1,Aricanduva
490000,74,2,2,1,Aricanduva
486000,70,2,2,1,Aricanduva
620000,90,3,2,2,Aricanduva
385000,61,3,2,2,Aricanduva
199990,47,2,2,1,Aricanduva
310000,67,3,2,2,Aricanduva
460000,65,2,2,1,Aricanduva
375000,57,2,2,1,Aricanduva
360000,54,2,2,2,Aricanduva
225000,47,2,2,1,Aricanduva
440000,66,2,2,1,Aricanduva
380000,54,2,2,1,Aricanduva
455200,65,2,2,1,Aricanduva
380000,55,2,2,1,Aricanduva
300000,67,3,2,2,Aricanduva
860000,145,3,2,2,Aricanduva
630000,86,3,2,1,Aricanduva
270000,68,2,2,1,Aricanduva
350000,64,3,2,1,Aricanduva
239000,64,3,2,1,Aricanduva
325000,50,2,1,1,Aricanduva
340000,54,2,2,1,Aricanduva
410000,77,3,2,2,Aricanduva
205000,49,2,2,1,Aricanduva
228000,44,2,2,1,Aricanduva
380000,58,2,2,2,Aricanduva
215000,52,2,2,1,Artur Alvim
169000,40,2,1,1,Artur Alvim
179999,40,2,2,1,Artur Alvim
159000,35,2,2,1,Artur Alvim
169000,37,1,2,1,Artur Alvim
195000,48,2,2,1,Artur Alvim
154500,47,2,2,1,Artur Alvim
199000,45,2,2,1,Artur Alvim
160000,43,2,2,1,Artur Alvim
169000,40,2,2,1,Artur Alvim
240000,45,2,2,1,Artur Alvim
219000,56,2,2,1,Artur Alvim
179000,40,2,2,1,Artur Alvim
180000,60,2,2,1,Artur Alvim
179000,42,2,2,1,Artur Alvim
250000,45,2,2,1,Artur Alvim
220000,52,2,2,1,Artur Alvim
165000,39,1,2,1,Artur Alvim
194900,43,2,2,1,Artur Alvim
170000,32,1,2,1,Artur Alvim
185000,56,2,2,1,Artur Alvim
179000,40,2,2,1,Artur Alvim
150000,49,2,2,1,Artur Alvim
179000,40,2,2,1,Artur Alvim
179000,40,2,2,1,Artur Alvim
185000,48,2,2,1,Artur Alvim
160000,48,2,2,1,Artur Alvim
220000,56,2,2,1,Artur Alvim
170000,48,2,2,1,Artur Alvim
699000,87,3,2,2,Belém
322000,55,2,2,1,Belém
722000,95,3,4,2,Belém
327000,55,2,2,1,Belém
700000,95,3,3,2,Belém
379000,65,3,2,1,Belém
1200000,232,3,2,3,Belém
209000,44,2,2,1,Belém
379000,65,3,2,1,Belém
520000,78,2,2,1,Belém
322000,55,2,2,1,Belém
379000,65,3,2,1,Belém
247900,44,2,2,1,Belém
235000,38,1,2,1,Belém
385000,65,3,2,1,Belém
899999,119,3,4,2,Belém
625000,91,3,2,2,Belém
480000,63,3,2,1,Belém
321900,56,2,2,1,Belém
480000,71,2,2,1,Belém
175000,32,1,2,1,Belém
220000,44,2,2,1,Belém
322000,55,2,2,1,Belém
299900,53,2,2,1,Belém
232000,44,2,2,1,Belém
300000,54,2,2,1,Belém
370000,50,2,2,1,Belém
415000,50,1,2,1,Belém
420000,54,2,2,1,Belém
372500,55,2,2,1,Belém
800000,95,3,2,2,Belém
917000,119,3,4,2,Belém
1364000,136,3,2,2,Belém
430000,54,2,2,1,Belém
1380000,198,4,2,2,Belém
703000,91,3,2,1,Belém
950000,220,3,2,2,Belém
590000,95,3,2,1,Belém
905000,247,3,4,3,Belém
1900000,221,4,5,4,Belém
240000,44,2,2,1,Belém
339000,78,1,1,1,Belém
375000,72,2,2,1,Belém
690000,85,2,2,2,Belém
450000,65,2,2,1,Belém
833000,119,3,4,3,Belém
680000,95,3,2,2,Belém
438100,65,3,2,1,Belém
490000,80,2,2,2,Belém
493000,77,2,2,1,Belém
358000,59,3,2,1,Belém
448000,59,2,2,1,Belém
295000,54,2,2,1,Belém
220000,52,2,2,1,Cangaíba
215000,40,1,2,1,Cangaíba
310000,78,3,2,1,Cangaíba
250000,47,2,2,1,Cangaíba
360000,70,3,2,1,Cangaíba
260000,52,2,2,1,Cangaíba
169000,41,2,2,1,Cangaíba
265000,56,2,2,1,Cangaíba
350000,70,3,2,1,Cangaíba
330000,72,3,2,1,Cangaíba
220000,52,2,2,1,Cangaíba
149900,33,1,2,1,Cangaíba
159000,30,1,2,1,Cangaíba
340000,56,2,2,1,Cangaíba
220000,48,2,2,1,Cangaíba
300000,66,3,2,1,Cangaíba
270000,62,2,2,1,Cangaíba
242000,50,2,2,1,Cangaíba
265000,52,2,2,1,Cangaíba
244000,47,2,2,1,Cangaíba
265000,54,2,2,1,Cangaíba
265000,90,2,2,1,Cangaíba
199900,47,2,2,1,Cangaíba
230000,47,2,2,1,Cangaíba
245000,48,2,2,1,Cangaíba
220000,47,2,2,1,Cangaíba
300000,52,2,2,1,Cangaíba
470000,66,2,2,1,Cangaíba
245000,49,2,2,1,Cangaíba
225000,47,2,2,1,Cangaíba
685900,96,3,3,2,Carrão
485000,68,2,2,2,Carrão
849100,90,3,2,3,Carrão
278000,50,2,2,1,Carrão
830000,98,3,3,2,Carrão
418000,70,3,2,2,Carrão
825000,115,3,4,2,Carrão
670000,103,3,4,2,Carrão
950000,223,3,4,4,Carrão
1400000,152,3,4,2,Carrão
485600,68,2,2,2,Carrão
385000,60,2,2,1,Carrão
678900,119,3,3,2,Carrão
698500,103,3,3,2,Carrão
700000,150,4,3,2,Carrão
370000,64,2,2,1,Carrão
228000,45,2,2,1,Carrão
585000,80,3,2,2,Carrão
828900,115,3,4,2,Carrão
653000,103,4,3,2,Carrão
685000,96,3,3,2,Carrão
480000,68,2,2,2,Carrão
260000,46,2,2,1,Carrão
750000,101,3,4,2,Carrão
653000,103,3,3,2,Carrão
687000,96,3,3,2,Carrão
385000,60,2,2,1,Carrão
679500,119,4,3,2,Carrão
415000,68,3,2,2,Carrão
162000,41,2,2,1,Cidade Líder
164000,42,2,2,1,Cidade Líder
230000,51,2,2,1,Cidade Líder
202000,47,2,2,1,Cidade Líder
233000,54,2,2,1,Cidade Líder
189000,49,2,2,1,Cidade Líder
200000,45,2,2,1,Cidade Líder
162000,43,2,2,1,Cidade Líder
150000,47,2,2,1,Cidade Líder
210000,51,2,2,1,Cidade Líder
169000,40,2,2,1,Cidade Líder
229000,52,2,2,1,Cidade Líder
250000,50,2,2,1,Cidade Líder
209000,50,2,2,1,Cidade Líder
210000,48,2,2,1,Cidade Líder
235000,46,2,2,1,Cidade Líder
198000,45,2,2,1,Cidade Líder
270000,48,2,2,1,Cidade Líder
215000,48,2,2,1,Cidade Líder
240000,55,2,2,1,Cidade Líder
229000,57,2,2,1,Cidade Líder
250000,44,2,2,1,Cidade Líder
210000,67,3,2,1,Cidade Líder
250000,58,2,2,1,Cidade Líder
186000,47,2,2,1,Cidade Líder
225000,47,2,2,1,Cidade Líder
165000,49,2,2,1,Cidade Líder
122000,56,2,2,1,Cidade Tiradentes
120000,48,2,2,1,Cidade Tiradentes
125000,50,2,2,1,Cidade Tiradentes
70000,48,2,2,1,Cidade Tiradentes
72000,50,2,2,1,Cidade Tiradentes
65000,48,2,2,1,Cidade Tiradentes
110000,52,2,2,1,Cidade Tiradentes
85000,40,2,2,1,Cidade Tiradentes
110000,40,2,2,1,Cidade Tiradentes
84000,49,2,2,1,Cidade Tiradentes
137900,57,2,2,1,Cidade Tiradentes
120000,51,2,2,1,Cidade Tiradentes
120000,45,2,2,1,Cidade Tiradentes
110000,42,2,2,1,Cidade Tiradentes
115000,48,2,2,1,Cidade Tiradentes
80000,50,2,2,1,Cidade Tiradentes
110000,42,1,2,1,Cidade Tiradentes
110000,40,1,2,1,Cidade Tiradentes
140000,47,2,2,1,Cidade Tiradentes
95000,47,2,2,1,Cidade Tiradentes
77000,60,2,2,1,Cidade Tiradentes
150000,42,2,2,1,Cidade Tiradentes
85000,50,2,2,1,Cidade Tiradentes
164000,46,2,2,1,Cidade Tiradentes
120000,48,2,2,1,Cidade Tiradentes
140000,47,2,2,1,Cidade Tiradentes
90000,45,2,2,1,Cidade Tiradentes
182900,41,2,2,1,Ermelino Matarazzo
169900,41,2,1,1,Ermelino Matarazzo
255000,57,2,2,1,Ermelino Matarazzo
238600,48,2,2,1,Ermelino Matarazzo
220000,44,2,2,1,Ermelino Matarazzo
205000,50,2,2,1,Ermelino Matarazzo
260000,72,3,2,1,Ermelino Matarazzo
350000,65,2,2,1,Ermelino Matarazzo
320000,66,3,2,1,Ermelino Matarazzo
270000,50,2,2,1,Ermelino Matarazzo
350000,76,3,2,1,Ermelino Matarazzo
290000,55,2,2,1,Ermelino Matarazzo
183017,40,2,2,1,Ermelino Matarazzo
250000,48,2,2,1,Ermelino Matarazzo
259000,63,2,2,1,Ermelino Matarazzo
280000,63,3,2,1,Ermelino Matarazzo
360000,76,3,2,1,Ermelino Matarazzo
199000,48,2,2,1,Ermelino Matarazzo
245000,55,2,2,1,Ermelino Matarazzo
270000,63,2,2,1,Ermelino Matarazzo
270000,65,2,2,1,Ermelino Matarazzo
280000,64,2,2,1,Ermelino Matarazzo
220000,47,2,2,1,Ermelino Matarazzo
195000,55,2,2,1,Ermelino Matarazzo
255000,64,2,2,1,Ermelino Matarazzo
250000,50,2,2,1,Ermelino Matarazzo
490000,130,3,2,1,Guaianazes
1250000,146,4,3,4,Guaianazes
190000,43,1,2,1,Guaianazes
150000,56,2,2,1,Guaianazes
128000,56,3,2,1,Guaianazes
130000,52,2,2,1,Guaianazes
135000,52,3,2,1,Guaianazes
165000,53,2,2,1,Guaianazes
135000,56,3,2,1,Guaianazes
400000,50,2,2,1,Guaianazes
95000,49,2,2,1,Guaianazes
169000,58,2,2,1,Guaianazes
143100,58,3,2,1,Guaianazes
144900,49,2,2,1,Guaianazes
153000,48,2,2,1,Guaianazes
140000,60,2,2,1,Guaianazes
185000,42,2,2,1,Guaianazes
450000,70,2,2,2,Guaianazes
120000,56,2,2,1,Guaianazes
130000,48,2,2,1,Guaianazes
144900,56,2,2,1,Guaianazes
190000,45,2,2,1,Guaianazes
135000,43,2,2,1,Guaianazes
99842,38,2,2,1,Guaianazes
135000,56,2,2,1,Guaianazes
158000,38,2,2,1,Guaianazes
144900,56,2,2,1,Guaianazes
7080000,275,4,5,5,Iguatemi
1100000,131,3,3,1,Iguatemi
1060000,137,3,3,1,Iguatemi
10000000,343,4,7,5,Iguatemi
1100000,130,3,3,1,Iguatemi
1200000,120,3,2,1,Iguatemi
790000,92,2,2,1,Iguatemi
7765616,279,4,6,4,Iguatemi
9979947,343,4,6,5,Iguatemi
6750000,275,4,6,4,Iguatemi
3850000,200,2,4,3,Iguatemi
7500000,275,4,5,4,Iguatemi
850000,108,3,2,1,Iguatemi
1105000,45,1,2,1,Iguatemi
900000,90,2,3,1,Iguatemi
4900000,201,4,5,3,Iguatemi
4900000,201,3,5,3,Iguatemi
600000,78,2,2,1,Iguatemi
1100000,110,3,3,1,Iguatemi
120000,50,2,2,1,Itaim Paulista
165000,50,2,2,1,Itaim Paulista
240000,47,2,2,1,Itaim Paulista
170000,41,2,2,1,Itaim Paulista
130000,50,2,2,1,Itaim Paulista
150000,50,2,2,1,Itaim Paulista
190000,48,3,2,1,Itaim Paulista
190000,52,3,2,1,Itaim Paulista
160000,44,2,2,1,Itaim Paulista
185000,59,2,2,1,Itaim Paulista
189000,47,2,2,1,Itaim Paulista
85000,49,2,2,1,Itaim Paulista
151000,52,2,2,1,Itaim Paulista
135000,48,2,2,1,Itaim Paulista
800000,90,3,3,1,Itaim Paulista
220000,43,2,2,1,Itaim Paulista
168000,46,2,2,1,Itaim Paulista
190000,46,2,2,1,Itaim Paulista
160000,48,2,2,1,Itaim Paulista
140000,45,2,2,1,Itaim Paulista
180000,46,2,2,1,Itaim Paulista
210000,56,3,2,1,Itaim Paulista
290000,68,3,2,1,Itaim Paulista
180000,47,2,2,1,Itaim Paulista
210000,57,3,2,1,Itaim Paulista
150000,52,2,2,1,Itaim Paulista
169900,41,2,2,1,Itaquera
235000,48,2,2,1,Itaquera
185000,50,2,2,1,Itaquera
175000,41,2,2,1,Itaquera
174900,41,2,2,1,Itaquera
179900,42,2,2,1,Itaquera
174900,41,2,2,1,Itaquera
174000,40,2,2,1,Itaquera
290000,70,3,2,1,Itaquera
241000,51,2,2,1,Itaquera
149900,41,2,2,1,Itaquera
169900,41,2,2,1,Itaquera
159900,38,2,2,1,Itaquera
220000,55,2,2,1,Itaquera
233000,55,2,2,1,Itaquera
169000,39,2,2,1,Itaquera
179900,41,2,2,1,Itaquera
270000,50,2,2,1,Itaquera
343240,65,3,2,1,Itaquera
360000,64,3,2,1,Itaquera
190000,55,3,2,1,Itaquera
232999,55,2,2,1,Itaquera
170000,56,2,2,1,Itaquera
199000,40,2,2,1,Jardim Helena
168910,45,2,1,1,Jardim Helena
203000,40,2,2,1,Jardim Helena
240000,43,2,2,1,Jardim Helena
265000,40,2,2,1,Jardim Helena
195000,44,2,2,1,Jardim Helena
200000,45,2,2,1,Jardim Helena
146220,38,2,1,1,Jardim Helena
169000,40,2,2,1,Jardim Helena
210000,40,2,2,1,Jardim Helena
85000,32,1,2,1,Jardim Helena
195000,40,2,2,1,Jardim Helena
98000,53,2,2,1,Jardim Helena
175000,55,2,2,1,Jardim Helena
250000,52,2,2,1,Jardim Helena
175000,37,2,2,1,Jardim Helena
159000,36,2,2,1,Jardim Helena
203000,40,2,2,1,Jardim Helena
147974,38,2,1,1,Jardim Helena
120000,45,2,2,1,Jardim Helena
199000,44,2,2,1,Jardim Helena
165000,36,2,2,1,Jardim Helena
250000,90,2,2,1,Jardim Helena
165000,36,2,2,1,Jardim Helena
240000,48,2,2,1,Jardim Helena
212000,46,2,2,1,Jardim Helena
276596,49,2,2,1,Jardim Helena
152900,37,2,2,1,José Bonifácio
274999,65,3,2,1,José Bonifácio
233999,55,2,2,1,José Bonifácio
169900,37,2,2,1,José Bonifácio
243999,57,2,2,1,José Bonifácio
180000,51,3,2,1,José Bonifácio
166797,39,2,2,1,José Bonifácio
175000,57,3,2,1,José Bonifácio
171000,50,2,2,1,José Bonifácio
235000,45,2,2,1,José Bonifácio
186000,55,3,2,1,José Bonifácio
180000,47,2,2,1,José Bonifácio
296800,45,2,2,1,José Bonifácio
265000,45,2,2,1,José Bonifácio
165000,56,2,2,1,José Bonifácio
742000,152,3,4,2,José Bonifácio
419000,70,2,2,1,José Bonifácio
185000,38,2,2,1,José Bonifácio
260000,55,2,2,1,José Bonifácio
221000,48,2,2,1,José Bonifácio
235450,47,2,2,1,José Bonifácio
221000,47,2,2,1,José Bonifácio
165000,48,2,2,1,Lajeado
144900,37,2,1,1,Lajeado
165000,50,2,2,1,Lajeado
150000,43,2,2,1,Lajeado
180000,70,3,2,1,Lajeado
130000,42,1,2,1,Lajeado
185000,52,2,2,1,Lajeado
155000,43,2,2,1,Lajeado
150000,54,2,2,1,Lajeado
168000,42,1,2,1,Lajeado
180000,52,3,2,1,Lajeado
160000,47,2,2,1,Lajeado
169900,54,2,2,1,Lajeado
160000,43,3,2,1,Lajeado
45000,40,2,2,1,Lajeado
180000,43,2,2,1,Lajeado
165000,47,2,2,1,Lajeado
200000,43,2,2,1,Lajeado
165000,45,2,2,1,Lajeado
200000,50,2,2,1,Lajeado
190000,52,2,2,1,Lajeado
205000,50,2,2,1,Lajeado
190000,50,2,2,1,Lajeado
165000,54,2,2,1,Lajeado
219000,56,2,2,1,Lajeado
198500,50,2,2,1,Lajeado
190000,52,2,2,1,Lajeado
157900,37,2,2,1,Parque do Carmo
200000,47,2,2,1,Parque do Carmo
204899,46,2,2,1,Parque do Carmo
149900,41,2,2,1,Parque do Carmo
215000,45,2,2,1,Parque do Carmo
197900,47,2,2,1,Parque do Carmo
300000,60,3,2,1,Parque do Carmo
210000,50,2,2,1,Parque do Carmo
199900,45,2,2,1,Parque do Carmo
204900,46,2,2,1,Parque do Carmo
245000,46,2,2,1,Parque do Carmo
149900,42,2,2,1,Parque do Carmo
170000,42,2,2,1,Parque do Carmo
315000,59,3,2,1,Parque do Carmo
239000,49,2,2,1,Parque do Carmo
220000,50,2,2,1,Parque do Carmo
236825,48,2,2,1,Parque do Carmo
313967,58,3,2,1,Parque do Carmo
262089,58,3,2,1,Parque do Carmo
260000,58,3,2,1,Parque do Carmo
199900,43,2,2,1,Parque do Carmo
169000,40,2,2,1,Parque do Carmo
225000,52,2,2,1,Parque do Carmo
200000,50,2,2,1,Parque do Carmo
238000,60,3,2,1,Parque do Carmo
229000,46,2,2,1,Parque do Carmo
240000,48,2,2,1,Parque do Carmo
199000,47,2,2,1,Parque do Carmo
430000,66,2,2,1,Penha
410000,58,2,2,1,Penha
239000,60,2,2,1,Penha
319900,60,2,2,1,Penha
321000,51,2,2,1,Penha
540000,126,3,4,3,Penha
300000,55,2,2,1,Penha
610000,78,3,2,2,Penha
380000,70,3,2,2,Penha
390000,60,2,2,1,Penha
269000,48,2,2,1,Penha
450000,65,2,2,1,Penha
490000,72,3,2,2,Penha
385000,70,2,2,1,Penha
335000,52,2,2,2,Penha
330000,63,2,2,1,Penha
399000,60,2,2,1,Penha
250000,64,2,2,1,Penha
370000,60,2,2,1,Penha
169500,34,2,2,1,Penha
330000,70,3,2,1,Penha
800000,280,5,2,3,Penha
169500,34,2,2,1,Penha
430000,82,3,2,1,Penha
290000,48,2,2,1,Penha
330000,51,2,2,1,Penha
290000,57,2,2,1,Penha
398000,74,3,2,2,Ponte Rasa
250000,48,2,2,1,Ponte Rasa
436000,74,3,2,2,Ponte Rasa
240000,48,2,2,1,Ponte Rasa
220000,60,2,2,1,Ponte Rasa
199000,40,2,2,1,Ponte Rasa
280000,51,2,2,1,Ponte Rasa
240000,48,2,2,1,Ponte Rasa
259000,50,2,2,1,Ponte Rasa
255000,48,2,2,1,Ponte Rasa
195000,48,1,2,1,Ponte Rasa
255000,53,2,2,1,Ponte Rasa
300000,55,2,2,1,Ponte Rasa
270000,48,2,2,1,Ponte Rasa
250000,65,2,2,1,Ponte Rasa
230000,60,2,2,1,Ponte Rasa
250000,55,2,2,1,Ponte Rasa
230000,52,2,2,1,Ponte Rasa
210000,68,2,2,1,Ponte Rasa
245000,46,2,2,1,Ponte Rasa
225000,54,2,2,1,Ponte Rasa
290000,50,2,2,1,Ponte Rasa
239000,53,2,2,1,Ponte Rasa
170000,40,2,2,1,Ponte Rasa
240000,48,2,2,1,Ponte Rasa
400000,63,2,2,1,Ponte Rasa
320000,50,2,2,1,Ponte Rasa
320000,50,2,2,1,Ponte Rasa
270000,56,2,2,1,Sapopemba
190800,45,2,2,1,Sapopemba
310000,56,2,2,1,Sapopemba
240000,55,2,2,1,Sapopemba
234000,57,2,2,1,Sapopemba
320000,58,2,2,1,Sapopemba
360000,56,2,2,1,Sapopemba
250000,58,2,2,1,Sapopemba
260000,53,2,2,1,Sapopemba
184900,45,2,2,1,Sapopemba
189700,58,2,2,1,Sapopemba
280000,56,2,2,1,Sapopemba
235000,50,2,2,1,Sapopemba
239000,63,3,2,1,Sapopemba
149900,47,2,2,1,Sapopemba
320000,60,2,2,1,Sapopemba
385000,146,3,2,1,Sapopemba
200000,49,2,2,1,Sapopemba
392000,60,3,2,1,Sapopemba
355000,56,2,2,1,Sapopemba
260000,65,3,2,1,Sapopemba
240000,44,2,2,1,Sapopemba
315000,56,2,2,1,Sapopemba
252900,46,2,2,1,São Lucas
390000,64,2,2,1,São Lucas
370000,65,2,2,1,São Lucas
430000,75,2,2,2,São Lucas
410000,76,3,2,2,São Lucas
299700,60,3,2,1,São Lucas
319000,59,3,2,1,São Lucas
413930,81,3,1,2,São Lucas
410000,75,2,2,2,São Lucas
477000,76,3,2,2,São Lucas
330000,68,3,2,1,São Lucas
399000,78,3,2,1,São Lucas
480000,90,3,2,1,São Lucas
370000,64,2,2,1,São Lucas
358000,60,3,2,1,São Lucas
450000,75,3,2,2,São Lucas
340000,64,2,2,1,São Lucas
430000,75,3,2,1,São Lucas
475000,64,2,2,1,São Lucas
450000,75,3,2,2,São Lucas
440000,75,3,2,2,São Lucas
265000,46,2,2,1,São Lucas
450000,75,3,2,2,São Lucas
340000,60,3,2,1,São Lucas
280000,51,2,2,1,São Lucas
220000,43,2,2,1,São Lucas
450000,75,3,2,1,São Lucas
385000,65,2,2,1,São Lucas
199000,47,2,2,1,São Mateus
240000,65,3,2,1,São Mateus
220000,47,2,2,1,São Mateus
180000,57,2,2,1,São Mateus
205000,52,2,2,1,São Mateus
199999,44,2,2,1,São Mateus
147900,41,2,1,1,São Mateus
190000,57,2,2,1,São Mateus
155000,53,2,2,1,São Mateus
190000,53,2,2,1,São Mateus
200009,44,2,2,1,São Mateus
195000,47,2,2,1,São Mateus
190000,53,2,2,1,São Mateus
180000,45,2,2,1,São Mateus
195000,50,2,2,1,São Mateus
189000,40,2,2,1,São Mateus
252000,61,3,2,2,São Mateus
220000,51,2,2,1,São Mateus
169000,49,2,2,1,São Mateus
219000,50,2,2,1,São Mateus
212000,44,2,2,1,São Mateus
185000,44,2,2,1,São Mateus
222000,50,2,2,1,São Mateus
400000,61,2,2,1,São Mateus
245000,44,2,2,1,São Mateus
202000,47,2,2,1,São Mateus
260000,44,2,2,1,São Mateus
240000,53,2,2,1,São Miguel
185000,40,2,2,1,São Miguel
300000,52,2,2,1,São Miguel
200000,45,2,2,1,São Miguel
742000,152,3,4,2,São Miguel
280000,60,2,2,1,São Miguel
185000,40,2,2,1,São Miguel
1600000,304,5,5,4,São Miguel
520000,128,3,2,3,São Miguel
240000,50,2,2,1,São Miguel
170000,44,2,2,1,São Miguel
185000,48,2,2,1,São Miguel
340000,97,3,2,1,São Miguel
225000,51,2,2,1,São Miguel
196000,55,2,2,1,São Miguel
260000,52,2,2,1,São Miguel
190000,45,2,2,1,São Miguel
225000,52,2,2,1,São Miguel
190000,52,2,2,1,São Miguel
185000,38,2,2,1,São Miguel
199000,49,2,2,1,São Miguel
160000,44,2,2,1,São Miguel
180000,52,1,2,1,São Miguel
250000,54,2,2,1,São Miguel
210000,56,3,2,1,São Miguel
230000,55,2,2,1,São Miguel
600000,220,3,3,3,São Miguel
220000,49,2,2,1,São Miguel
620000,128,3,3,3,São Miguel
182000,63,2,2,1,São Rafael
200000,62,2,2,1,São Rafael
190000,57,2,2,1,São Rafael
180000,50,2,2,1,São Rafael
239000,58,3,2,1,São Rafael
165000,54,2,2,1,São Rafael
190000,62,2,2,1,São Rafael
190000,56,2,2,1,São Rafael
241917,94,3,2,1,São Rafael
197000,56,2,2,1,São Rafael
185000,54,2,2,1,São Rafael
197000,56,2,2,1,São Rafael
129000,48,2,2,1,São Rafael
200000,54,2,2,1,São Rafael
201400,50,2,2,1,São Rafael
230000,60,2,2,1,São Rafael
230000,63,2,2,1,São Rafael
200000,49,2,2,1,São Rafael
220000,60,2,2,1,São Rafael
198000,50,2,2,1,São Rafael
192000,50,2,2,1,São Rafael
220000,50,2,2,1,São Rafael
200000,50,2,2,1,São Rafael
210000,50,2,2,1,São Rafael
190000,60,2,2,1,São Rafael
160000,52,2,2,1,São Rafael
220000,50,2,2,1,São Rafael
210000,54,2,2,1,São Rafael
185000,52,2,2,1,São Rafael
187000,56,2,2,1,São Rafael
650000,82,3,3,2,Tatuapé
350000,65,3,2,1,Tatuapé
393899,60,2,2,1,Tatuapé
445000,50,2,2,1,Tatuapé
995000,127,3,5,2,Tatuapé
767000,124,3,2,2,Tatuapé
2700000,264,3,4,4,Tatuapé
630000,78,3,2,2,Tatuapé
899999,132,4,4,3,Tatuapé
1390000,152,3,5,2,Tatuapé
680000,81,2,2,2,Tatuapé
699990,97,3,3,2,Tatuapé
350000,91,4,2,1,Tatuapé
780000,92,3,3,2,Tatuapé
550000,73,3,2,2,Tatuapé
310000,47,2,2,1,Tatuapé
755000,120,3,3,2,Tatuapé
1310000,165,3,5,3,Tatuapé
780000,93,3,3,2,Tatuapé
1250000,130,3,4,2,Tatuapé
650000,81,3,2,2,Tatuapé
1729000,171,3,5,3,Tatuapé
979600,124,3,3,2,Tatuapé
1240000,132,4,4,2,Tatuapé
768000,124,3,2,2,Tatuapé
280000,45,2,2,1,Tatuapé
680000,106,3,3,2,Tatuapé
240000,90,2,2,1,Vila Curuçá
240000,48,2,2,1,Vila Curuçá
250000,60,2,2,1,Vila Curuçá
220000,46,2,2,1,Vila Curuçá
400000,80,3,2,1,Vila Curuçá
260000,58,2,2,1,Vila Curuçá
250000,51,2,2,1,Vila Curuçá
238000,51,2,2,1,Vila Curuçá
178000,48,2,2,1,Vila Curuçá
270000,54,2,2,1,Vila Curuçá
243000,44,2,2,1,Vila Curuçá
260000,47,2,2,1,Vila Curuçá
227000,44,2,2,1,Vila Curuçá
250000,47,2,2,1,Vila Curuçá
223000,52,2,2,1,Vila Curuçá
189900,47,2,2,1,Vila Curuçá
239900,57,2,2,1,Vila Curuçá
210000,52,2,2,1,Vila Curuçá
239000,57,2,2,1,Vila Curuçá
190000,47,2,2,1,Vila Curuçá
240000,46,2,2,1,Vila Curuçá
245000,47,2,2,1,Vila Curuçá
226000,48,2,2,1,Vila Curuçá
240000,50,2,2,1,Vila Curuçá
259000,52,2,2,1,Vila Curuçá
243800,55,2,2,1,Vila Curuçá
230000,47,2,2,1,Vila Curuçá
235000,50,2,2,1,Vila Curuçá
290000,54,3,2,1,Vila Formosa
365000,58,2,2,1,Vila Formosa
810000,109,3,2,2,Vila Formosa
280000,56,2,2,1,Vila Formosa
745000,104,3,3,2,Vila Formosa
1100000,109,3,2,2,Vila Formosa
725000,92,3,2,2,Vila Formosa
399000,74,3,3,2,Vila Formosa
990000,124,3,2,2,Vila Formosa
620000,75,3,2,2,Vila Formosa
177000,40,2,1,1,Vila Formosa
245000,48,2,2,1,Vila Formosa
275600,49,2,2,1,Vila Formosa
550000,97,3,3,2,Vila Formosa
280000,49,2,2,1,Vila Formosa
790000,104,3,3,2,Vila Formosa
949999,104,2,2,2,Vila Formosa
789990,109,3,3,2,Vila Formosa
683400,81,3,2,2,Vila Formosa
370000,56,2,2,1,Vila Formosa
446958,55,2,2,1,Vila Formosa
840000,105,2,3,2,Vila Formosa
320000,65,2,2,1,Vila Formosa
529000,60,2,2,1,Vila Formosa
453952,55,2,2,1,Vila Formosa
500000,84,3,2,2,Vila Formosa
1060000,117,2,3,3,Vila Formosa
890000,124,4,2,2,Vila Formosa
520000,81,3,2,2,Vila Formosa
230000,50,2,2,1,Vila Jacuí
950000,152,3,3,4,Vila Jacuí
210000,47,2,2,1,Vila Jacuí
265000,53,2,2,1,Vila Jacuí
180000,44,2,2,1,Vila Jacuí
205000,47,2,2,1,Vila Jacuí
210000,47,2,2,1,Vila Jacuí
760000,152,3,4,2,Vila Jacuí
1200000,300,3,5,3,Vila Jacuí
198800,55,2,2,1,Vila Jacuí
346218,54,2,2,1,Vila Jacuí
205000,47,2,2,1,Vila Jacuí
169900,41,2,1,1,Vila Jacuí
800000,152,3,4,2,Vila Jacuí
260000,50,2,2,1,Vila Jacuí
310000,53,2,2,1,Vila Jacuí
330000,70,2,3,2,Vila Jacuí
240000,49,2,2,1,Vila Jacuí
220000,54,2,2,1,Vila Jacuí
1600000,300,4,3,4,Vila Jacuí
260000,50,2,2,1,Vila Jacuí
850000,125,3,3,2,Vila Jacuí
220000,45,2,2,1,Vila Jacuí
200000,42,2,2,1,Vila Jacuí
192000,53,2,2,1,Vila Jacuí
160000,54,2,2,1,Vila Jacuí
200000,42,2,2,1,Vila Jacuí
499999,79,3,2,2,Vila Matilde
520000,112,3,3,2,Vila Matilde
219900,39,2,2,1,Vila Matilde
490000,73,3,2,2,Vila Matilde
590000,79,3,2,2,Vila Matilde
229000,40,2,2,1,Vila Matilde
265000,60,2,2,1,Vila Matilde
315900,51,2,2,1,Vila Matilde
299000,54,2,2,1,Vila Matilde
399000,61,2,2,1,Vila Matilde
